ticker
WDAY
WDC
WEAV
WEC
WELL
WEX
WFC
WFRD
WH
WHR
WING
WLDN
WLK
WM
WMB
WMG
WMS
WMT
WPC
WRB
WSM
WSO
WST
WTFC
WTRG
WTS
WTW
WWD
WY
WYNN
XEL
XOM
XPO
XRAY
XYL
XYZ
YETI
YUM
ZBH
ZBRA
ZION
ZTS
